5,10,20
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
25.07,12.58,9.66,9.02,8.43,8.15,7.94,7.43,7.28,7.3,7.2,6.96,6.93,6.86,6.6,6.62,6.61,6.52,6.47,6.44,6.36,6.35,6.34,6.19,6.16,6.12,6.11,6.13,6.11,6.1
10.088860193302313,3.0337435620038815,1.6013744096868792,1.3926952286842946,1.2349493916756265,1.0897247358851685,0.9981983770774224,0.8631917515824626,0.6794115100585213,0.7937253933193773,0.7745966692414834,0.6468384651518492,0.7107038764492564,0.5480875842417888,0.5830951894845301,0.5436910887627275,0.6464518543557595,0.4995998398718718,0.5376802023508026,0.5161395160225577,0.5003998401278722,0.4769696007084728,0.4737087712930804,0.3923009049186606,0.36660605559646725,0.32496153618543844,0.31288975694324034,0.33630343441600474,0.31288975694324034,0.3
26.02,12.95,10.47,9.4,8.89,8.42,8.11,7.79,7.64,7.36,7.23,7.09,6.91,7.04,6.82,6.83,6.68,6.64,6.57,6.64,6.5,6.38,6.45,6.39,6.29,6.3,6.22,6.24,6.2,6.22
10.933416666349087,2.8297526393662045,2.202067210600076,1.449137674618944,1.3848826665100549,1.209793370786929,1.094486180817282,0.9412226091632095,0.8187795796183488,0.8546344247688599,0.7328710664230101,0.6339558344238184,0.6941901756723441,0.63118935352238,0.5723635208501675,0.6489221833163048,0.5810335618533581,0.5748043145279966,0.5701754116059373,0.52,0.5,0.5055689863905816,0.5361902647381804,0.487749935930288,0.4537620521815371,0.47958315233127197,0.4377213725647859,0.42708313008125254,0.4,0.4142463035441597
57.01,26.29,20.77,18.55,17.56,16.78,15.78,15.29,15.08,14.7,14.11,13.98,13.96,13.61,13.35,13.22,13.02,12.97,12.9,12.79,12.63,12.7,12.52,12.5,12.45,12.32,12.26,12.26,12.17,12.2
17.56615780414146,4.448134440414318,2.7959077237991954,2.3254031908466968,1.8073184556131774,1.7121915780659598,1.3969967788080258,1.282926342390708,1.0457533169921096,1.03440804327886,0.9043782394551519,0.8715503427800372,0.8475848040166835,0.9787236586493657,0.7399324293474372,0.794732659452221,0.7871467461661771,0.7273926037567331,0.7549834435270749,0.6970652767137379,0.6427285585688566,0.6403124237432849,0.6079473661428266,0.5567764362830022,0.5722761571129799,0.5075431016179808,0.5407402333838309,0.48207883172775784,0.4702127178203499,0.4
53.56,26.11,20.69,18.73,17.57,16.45,16.14,15.42,14.88,14.6,14.29,13.93,13.86,13.67,13.5,13.25,13.21,13.07,12.84,12.81,12.75,12.56,12.62,12.37,12.36,12.35,12.27,12.25,12.14,12.14
14.276778348072789,4.77052408022431,2.9041177662071487,2.190228298602682,1.7564452738414595,1.7284386017443607,1.3192422067232386,1.2975361266646877,1.1160645142642964,1.0099504938362078,1.0324243313676795,0.8277076778670114,0.8720091742636656,0.8491760712596652,0.714142842854285,0.8170067319184096,0.7112664760833312,0.6671581521648371,0.6280127387243032,0.7442445834535847,0.5722761571129799,0.5351635264103861,0.6289674077406555,0.5030904491242107,0.5388877434122992,0.4769696007084728,0.48692915295759404,0.4330127018922193,0.4476605857119878,0.4694677837722201
51.64,24.47,19.95,18.06,16.76,16.06,15.52,14.76,14.63,14.04,13.92,13.5,13.51,13.36,13.17,12.97,12.8,12.73,12.59,12.55,12.35,12.34,12.29,12.21,12.18,12.19,12.06,11.97,11.99,11.83
14.011795031329857,3.897319591719417,2.790609252475165,1.9069347130932406,1.6680527569594434,1.447895023819061,1.322724461102916,1.1235657524150513,1.1459057552870566,1.0190191362285597,0.9346657156438337,0.9539392014169457,0.8425556361451747,0.8777243302996677,0.7490660852021002,0.7675285010994706,0.7071067811865476,0.6760917097554147,0.6495382975621992,0.5722761571129799,0.5722761571129799,0.5141984052872977,0.4537620521815371,0.5156549233741494,0.4770744176750625,0.4624932431938871,0.41999999999999993,0.3861346915261565,0.4794788837894741,0.4484417464955733
55.62,26.32,21.08,18.4,17.71,16.57,16.04,15.34,15.09,14.57,14.39,14.15,13.83,13.4,13.35,13.18,13.17,12.93,12.8,12.89,12.74,12.6,12.45,12.52,12.34,12.37,12.32,12.15,12.23,12.13
14.082457171956888,3.5717782685939508,2.9518807563992144,1.9339079605813716,1.9041796133768476,1.6507876907706815,1.3994284547628721,1.3727344972717779,1.077914653393301,0.9301075206662937,1.0382196299434916,0.931396800509858,0.9597395480024776,0.8944271909999157,0.8170067319184097,0.6982836100038438,0.6173329733620261,0.696491205974634,0.6928203230275509,0.6147357155721472,0.6421837743200929,0.6164414002968976,0.6062177826491071,0.6079473661428266,0.5695612346359257,0.5771481612203231,0.5268775948927796,0.455521678957215,0.4659399102888698,0.48280430818293246
